PublicationID,Year,Citation,ArticleTitle,DOI
3357,1979,"Stevens, T. 1979. The Wade site (44HA34): a flood-damaged Woodland site. Quarterly Bulletin of the Archaeological Society of Virginia 33(4):148-159.",NULL,NULL
3358,1978,"Stewart, J. D. 1978. Mammals of the Trapshoot local fauna, late Pleistocene of Brooks County, Kansas. Proceedings of the Nebraska Academy of Sciences, Abstracts, 88th Annual Meeting.",NULL,NULL
3359,1987,"Stewart, J. D. 1987. Prehistoric and historic cultural resources of selected sites at Harlan County Lake, Harlan County, Nebraska. U.S. Army Corps of Engineers, Final Report, Kansas City.",NULL,NULL
3360,1983,"Stewart, J. D., and R. A. Rogers. 1983. Analysis of pollen from the Trapshoot local fauna quarry (Rancholabrean) of Kansas. American Midland Naturalist 198-200.",NULL,NULL
3361,1979,"Stewart, M. C. 1979. Subsistence in the St. Johns regions in the Alderman site. Florida Anthropologist 32(2):52-74.",NULL,NULL
3362,1985,"Stewart, M. C. 1985. A partial archaeological survey of the William Beardall Tosohatchee preserve. Florida Anthropologist 38(4):253-260.",NULL,NULL
3363,1969,"Stock, A. D., and W. L. Stokes. 1969. A re-evaluation of Pleistocene bighorn sheep from the Great Basin and their relationship to living members of the genus Ovis. Journal of Mammalogy 50:805-807.",NULL,NULL
3364,1918,"Stock, C. 1918. The Pleistocene fauna of Hawver Cave. University of California Publications, Bulletin of the Department of Geology 10(24):462-515.",NULL,NULL
3365,1932,"Stock, C. 1932. A further study of the Quaternary antelopes of Shelter Cave, New Mexico. Los Angeles Museum Publications 3.",NULL,NULL
3366,1961,"Stokes, W. M. L., and K. C. Condie. 1961. Pleistocene bighorn sheep from the Great Basin. Journal of Paleontology 35(3):598-609.",NULL,NULL
3367,1973,"Stoltman, J. B. 1973. The Overhead site (47LC20), an Orr phase site near La Crosse, Wisconsin. Wisconsin Archeologist 54(1):2-35.",NULL,NULL
3368,1974,"Stoltman, J. B. 1974. Groton Plantation: an archeological study of a South Carolina locality. Peabody Museum Monographs 1.",NULL,NULL
3369,1966,"Story, D. A., and V. M. Bryant. 1966. A preliminary study of the paleoecology of the Amistad Reservoir area. Final Report to the National Science Foundation, Washington, D.C.",NULL,NULL
3370,1973,"Stoutamire, D. 1973. The Upper Sanger site (32OL12), North Dakota. Plains Anthropologist 18:239-252.",NULL,NULL
3371,1950,"Stovall, J. W., and W. N. McAnulty. 1950. The vertebrate fauna and geologic age of Trinity River terraces in Henderson County, Texas. American Midland Naturalist 44(1):211-250.",NULL,NULL
3372,1971,"Straffin, D. 1971. The Kingston Oneota site. University of Iowa, Office of the State Archaeologist, Report 2.",NULL,NULL
3373,1976,"Strode, C. W. 1976. Extinct moose of Fulton County. Fulton County, Illinois Historical and Genealogical Society Newsletter 7(3):1-2,8,14-15.",NULL,NULL
3374,1980,"Strohmeier, W. 1980. The Unami Creek Rockshelter. Pennsylvania Archaeologist 50(4):1-12.",NULL,NULL
3375,1968,"Struever, S. 1968. Woodland subsistence-settlement systems in the lower Illinois Valley. Pages 285-312 in New perspectives in archeology (S. R. Binford and L. R. Binford, editors), Aldine Publications Co., New York.",NULL,NULL
3376,1972,"Stuckenrath, R., and J. E. Mielke. 1972. Smithsonian Institution radiocarbon measurements VII. Radiocarbon 14(2): 401-412.",NULL,NULL
3377,n.d.,"Styles, B. W. n.d. Archaic faunal exploitation at the Napoleon Hollow site. Ms. on file, Illinois State Museum, Springfield.",NULL,NULL
3378,1981,"Styles, B. W. 1981. Faunal exploitation and resource selection. Northwestern University Archaeology Program, Scientific Papers 3.",NULL,NULL
3379,1984,"Styles, B. W., and J. R. Purdue. 1984. Faunal exploitation at the Cedar Grove site. Pages 211-226 in Cedar Grove (by N. L. Trubowitz), Arkansas Archeological Survey Research Series 23.",NULL,NULL
3380,1986,"Styles, B. W., and J. R. Purdue. 1986. Middle Woodland faunal exploitation. Pages 513-526 in Woodland period occupations of the Napoleon Hollow site in the lower Illinois Valley (M. D. Wiant and C. R. McGimsey, editors), Kampsville Archeological Center, Center for American Archeology Research Series 6.",NULL,NULL
3381,1992,"Styles, B. W., and J. R. Purdue. 1992. Animal exploitation by the Woodland inhabitants of the Burkemper site (23LN104), Lincoln County, Missouri. Illinois State Museum, Quaternary Studies Program, Technical Report, Springfield.",NULL,NULL
3382,1994,"Styles, B. W., and J. R. Purdue. 1994. Late Woodland faunal remains from Smiling Dan. Pages 133-147 in Central Illinois expressway archeology: upland occupations of the Illinois Valley crossing (B.D. Stafford, editor), Kampsville Archeological Center, Center for American Archeology Technical Report 5.",NULL,NULL
3383,1985,"Styles, B. W., J. R. Purdue, and M. L. Colburn. 1985. Analysis of faunal remains. Pages 58-72 in The Alexander site (E. T. Hemmings and J. H. House, editors), Arkansas Archeological Survey Research Series 24.",NULL,NULL
3384,1985,"Styles, B. W., J. R. Purdue, and M. L. Colburn. 1985. Faunal exploitation at the Smiling Dan site. Pages 402-446 in Smiling Dan (B. D. Stafford and M. B. Sant, editors), Kampsville Archeological Center, Center for American Archeology Research Series 2.",NULL,NULL
3385,n.d.,"Styles, B. W., and K. White. n.d. Archaic period faunal exploitation at Modoc Rock Shelter. Ms. on file, Illinois State Museum, Springfield.",NULL,NULL
3386,1968,"Sudbury, B. 1968. Ka-131, the Bowling Alley site: a late prehistoric site in Kay County, Oklahoma. Bulletin Of The Oklahoma Anthropological Society 17:87-135.",NULL,NULL
3387,1958,"Suggs, R. C. 1958. The Manakaway site, Greenwich, Connecticut. Bulletin of the Archaeological Society of Connecticut 29:21-47.",NULL,NULL
3388,1964,"Surrarrer, T. C. 1964. Mastodon record in Lorain County. Ohio Journal of Science 64(5).",NULL,NULL
3389,1969,"Swannack, J. D., Jr. 1969. Big Juniper House, Mesa Verde National Park, Colorado. National Park Service, Archaeological Research Series 7G.",NULL,NULL
3390,1958,"Swanson, E. H. 1958. The Schaake Village site in central Washington. American Antiquity 24(2):161-171.",NULL,NULL
3391,1959,"Swanson, E. H. 1959. Archaeological survey of the Methow Valley, Washington. Tebiwa 2(1):72-83.",NULL,NULL
3392,1962,"Swanson, E. H. 1962. The emergence of Plateau culture. Idaho State College Museum, Occasional Papers 8.",NULL,NULL
3393,1972,"Swanson, E. H. 1972. Birch Creek: human ecology in the cool desert of the northern Rocky Mountains 9,000 B.C.-A.D. 1950. Idaho State University Press, Pocatello.",NULL,NULL
3394,1968,"Swanson, E. H., and J. Dayley. 1968. Hunting at Malad Hill in southeastern Idaho. Tebiwa 11(2):59-69.",NULL,NULL
3395,1987,"Swigart, E. K. 1987. The Woodruff Rockshelter site- 61FL26: an interim report—faunal analysis as a means to evaluate environment and culture. Archaeological Society of Connecticut 50:43-75.",NULL,NULL
3396,1964,"Tamers, M. A., F. J. Pearson, Jr., and E. M. Davis. 1964. University of Texas radiocarbon dates II. Radiocarbon 6:138-159.",NULL,NULL
3397,1984,"Tanner, R. 1984. Inventory of the Rice Cave faunal assemblage. Ms. on file, University of Wyoming, Department of Anthropology, Laramie.",NULL,NULL
3398,1957,"Taylor, D. C. 1957. Two Fremont sites and their position in southwestern prehistory. University of Utah Anthropological Paper 29.",NULL,NULL
3399,1955,"Taylor, P. S. 1955. The identification of bone fragments from the Lee Mill Cave site. Proceedings of the Minnesota Academy of Science 23:29-34.",NULL,NULL
3400,1979,"Teter, D. C., and R. E. Warren. 1979. A dated projectile point sequence from the Pigeon Roost Creek site. Pages 227-251 in Cannon Reservoir human ecology project—a regional approach to cultural continuity and change (M. O'Brien, and R. E. Warren, editors), U.S. Corps of Engineers, St. Louis.",NULL,NULL
3401,1981,"Theler, J. L. 1981. Faunal remains (47-Bf-45). Wisconsin Archeologist 62(1):34-44.",NULL,NULL
3402,1985,"Theler, J. L. 1985. Faunal remains. Pages 99- 120 in Final cultural resources investigations along CTH 'SN' in La Crosse County, Wisconsin. Mississippi Valley Archaeological Center, University of Wisconsin-La Crosse, Report of Investigations 33.",NULL,NULL
3403,1987,"Theler, J. L. 1987. Woodland tradition economic strategies: animal resource utilization in southwestern Wisconsin and northeastern Iowa. University of Iowa, Office of the State Archaeologist, Report 17.",NULL,NULL
3404,1989,"Theler, J. L. 1989. The Pammel Creek site faunal remains. Wisconsin Archeologist 70(1-2):157-242.",NULL,NULL
3405,1992,"Theler, J. L. 1992. Faunal remains from the Tremaine site (47LC95). Pages 50-58 in Phase III excavations at the Tremaine site: the Midvale interceptor project (J. P. Gallagher, C. M. Arzigian, R. F. Boszhardt, C. R. Moffat, and J. L. Theler, editors), Mississippi Valley Archaeological Center, University of Wisconsin-La Crosse, Report of Investigations 133.",NULL,NULL
3406,1973,"Thieling, S. C. 1973. The Pleistocene fauna of Lost River Sink, Iowa County, Wisconsin. Master's thesis, University of Iowa, Iowa City.",NULL,NULL
3407,1990,"Thies, R. M. 1990. The archeology of the Stigenwalt site, 14LT351. Kansas State Historical Society Contract Archeology Series 7.",NULL,NULL
3408,1972,"Thomas, D. H. 1972. Unmodified faunal remains from NV-PE-104. Pages 41-48 in The archeology of Barrel Springs site (NV-PE-104), Pershing County, Nevada. Ms. on file, Archaeological Research Facility, Department of Anthropology, University of California-Berkeley.",NULL,NULL
3409,1983,"Thomas, D. H. 1983. The archaeology of Monitor Valley and Gatecliff Shelter. American Museum of Natural History, Anthropological Papers 52.",NULL,NULL
3410,1985,"Thomas, D. H. 1985. Integrative synthesis: paleoenvironmental chronology. Pages 358-391 in The archaeology of Hidden Cave, Nevada (D. H. Thomas, editor), American Museum of Natural History, Anthropological Papers 61(1).",NULL,NULL
3411,1988,"Thomas, D. H. 1988. The archaeology of Monitor Valley: 3, survey and additional excavations. American Museum of Natural History, Anthropological Papers 66:131-633.",NULL,NULL
3412,1988,"Thomas, D. H., and R. L. Kelly. 1988. The archaeology of Triple T Shelter (Ny345). Pages 240-271 in The archaeology of Monitor Valley: 3, survey and additional excavations (D.H. Thomas, editor), American Museum of Natural History, Anthropological Papers 66: 131-633.",NULL,NULL
3413,1952,"Thomas, E. S. 1952. The Orleton Farms mastodon. Ohio Journal of Science 52(1):1-5.",NULL,NULL
3414,1980,"Thomas, P.A. 1980. The McNeil Generating Plant site (VT-CH-93), Burlington, Vermont. Man in the Northeast 19:57-71.",NULL,NULL
3416,1986,"Thompson, R. S., L. Benson, and E. Hattori. 1986. A revised chronology for the last Pleistocene lake cycle in central Lahontan Basin. Quaternary Research 25:1-9.",NULL,NULL
3417,1982,"Thompson, R. S., and J. I. Mead. 1982. Late Quaternary environments and biogeography in the Great Basin. Quaternary Research 17:39-55.",NULL,NULL
3418,1980,"Thompson, R.S., T.R. Van Devender, P.S. Martin, T. Foppe, and A. Long. 1980. Shasta ground sloth (Nothrotheriops shastense Hoffstetter) at Shelter Cave, New Mexico:  Environment, diet, and extinction. Quaternary Research 14(3):360-376. [DOI: 10.1016/0033-5894(80)90017-4]","Shasta ground sloth (Nothrotheriops shastense Hoffstetter) at Shelter Cave, New Mexico:  Environment, diet, and extinction",10.1016/0033-5894(80)90017-4
3419,1992,"Thorson, P. J., and B. W. Styles. 1992. Chapter VI: analysis of faunal remains. Pages 52-80 in Late Archaic components at Modoc Rock Shelter, Randolph County, Illinois (by S. R. Ahler, M. J. Bade, F. B. King, B. W. Styles, and P. J. Thorson), Illinois State Museum, Report of Investigations 48.",NULL,NULL
3420,1990,"Thurmond, J. P. 1990. Archeology of the Cypress Creek drainage basin, northeastern Texas and northwestern Louisiana. University of Texas, Archaeological Research Laboratory, Studies in Archaeology 5.",NULL,NULL
3421,1976,"Thurmond, J. T. 1976. Appendix A: faunal material from the Durant Bend site, Dallas County, Alabama. Pages 204-215 in The archeological sequence at Durant Bend, Dallas County, Alabama, (C. R. Nance, editor), Alabama Archaeological Society, Special Publication 2.",NULL,NULL
3422,1982,"Tiffany, J. A. 1982. A preliminary report on the Arthur site, east Okoboji Lake, Iowa. University of Iowa, Office of the State Archaeologist, Research Papers Series 7:1-305.",NULL,NULL
3423,1988,"Tiffany, J. A., S. J. Schermer, J. L. Theler, D. W. Owsley, D. C. Anderson, E. A. Bettis, III, and D. M. Thompson. 1988. The Hanging Valley site (13HR28): a stratified Woodland burial locale in western Iowa. Plains Anthropologist 33:219-260.",NULL,NULL
3424,1951,"Tipper, H. W., Z. V. Jizba, and R. L. Konizeski. 1951. A bison from eastern Washington. American Journal of Science 249:318-322.",NULL,NULL
3425,1986,"Tisdale, L. 1986. The Tlegetlinten site (35CU59) and its place in southwest Oregon prehistory. Master's thesis, Oregon State University, Corvallis.",NULL,NULL
3426,1974,"Tomak, C. H. 1974. Prairie Creek: a stratified site in southwestern Indiana. Proceedings of the Indiana Academy of Science 84:65-68.",NULL,NULL
3427,1979,"Tompkins, R. C., and L. DiMaria. 1979. Excavations at Muddy Brook Rockshelter, 1975-1976, a progress report. Bulletin of the New York State Archaeological Association 75:58-64.",NULL,NULL
3428,1993,"Toomey, R. S. 1993. Late Pleistocene and Holocene faunal and environmental changes at Hall's Cave, Kerr County, Texas. Ph.D. dissertation, University of Texas, Austin.",NULL,NULL
3429,1983,"Trader, P. D. 1983. Faunal remains. Missouri Archaeologist 44:39.",NULL,NULL
3430,1966,"Trautman, M. A., and E. M. Willis. 1966. Isotopes incorporated radiocarbon measurements V. Radiocarbon 8:161-203.",NULL,NULL
3431,1991,"Trinkley, M. 1991. Further investigations of prehistory and historic lifeways on Callawassie and Spring islands, Beaufort County, South Carolina. Chicora Foundation Research Series 23:1-241.",NULL,NULL
3432,1960,"Trosky, J. M., and E. Potter. 1960. Some mammal remains from a Jackson County cave. Proceedings of the Iowa Academy of Science 67:607-609.",NULL,NULL
3433,1984,"Trubowitz, N. L. 1984. Cedar Grove. Arkansas Archeological Survey Research Series 23.",NULL,NULL
3434,1985,"Truesdale, J. A. 1985. A preliminary report on a bison kill-butchery episode at 48CRH001, (The Espy-Cornwell site) Carbon County, Wyoming. Paper presented at the 43rd Plains Anthropology Meeting, Iowa City.",NULL,NULL
3435,1979,"Tuohy, D. R. 1979. Kachina Cave. Pages 1-87 in The archaeology of Smith Creek Canyon, eastern Nevada (D. R. Tuohy and D. L. Rendall, editors), Nevada State Museum Anthropological Papers 17.",NULL,NULL
3436,1979,"Tuohy, D. R., and D. T. Clark. 1979. Excavations at Marble Bluff Dam and Pyramid Lake Fishway, Nevada, Parts I, II, III, IV, V, and VI. For Bureau Reclamation, Mid-Pacific Regional Office U.S. Department of the Interior, Heritage Conservation and Recreation Service, Interagency Archaeological Services, San Francisco.",NULL,NULL
3437,1960,"Tuohy, D. R., and E. H. Swanson, Jr. 1960. Excavation at rockshelter 10-AA-15, southwest Idaho. Tebiwa 3(1-2):20-24.",NULL,NULL
3438,1987,"Turnmire, K. L. 1987. An analysis of the mammalian fauna from Owl Cave One and Two, Snake Range, east central Nevada. Master's thesis, University of Maine, Orono.",NULL,NULL
3439,1988,"Turpin, S. A. 1988. Seminole Sink: excavation of a vertical shaft tomb. Plains Anthropologist 33(122).",NULL,NULL
3440,1985,"U.S. Army Corps of Engineers. 1985. Cultural resource reconaissance at prehistoric site 13LA30 and 13LA38, Mississippi River, Sand Run Slough, Louisa County, Iowa. Ms. on file, U.S. Army Corps of Engineers, Rock Island.",NULL,NULL
3441,1970,"Valastro, S., Jr., and E. M. Davis. 1970. University of Texas at Austin radiocarbon dates VII. Radiocarbon 12(1):249-280.",NULL,NULL
3442,1968,"Valastro, S., Jr., E. M. Davis, and C. T. Rightmire. 1968. University of Texas at Austin radiocarbon dates VI. Radiocarbon 10(2):384-401.",NULL,NULL
3443,1977,"Valastro, S., Jr., E. M. Davis, and A. G. Varela. 1977. University of Texas at Austin radiocarbon dates XI. Radiocarbon 19(2):280-325.",NULL,NULL
3444,1978,"Valastro, S., Jr., E. M. Davis, and A. G. Varela. 1978. University of Texas at Austin radiocarbon dates XII. Radiocarbon 20(2):245-273.",NULL,NULL
3445,1979,"Valastro, S., Jr., E. M. Davis, and A. G. Varela. 1979. University of Texas at Austin radiocarbon dates XIII. Radiocarbon 21(2):257-273.",NULL,NULL
3446,1965,"Van Beck, J. C., and M. Van Beck. 1965. The Marco Midden, Marco Island, Florida. Florida Anthropologist 18(1):1-20.",NULL,NULL
3447,1960,"Van Der Schalie, H., and P. W. Parmalee. 1960. The Etowah site, Mound C, Bartow County, Georgia. Florida Anthropologist 13:37-54.",NULL,NULL
3448,1984,"Van Devender, T. R., J. L. Betancourt, and M. Wimberly. 1984. Biogeographic implications of a packrat midden sequence from the Sacramento Mountains, south-central New Mexico. Quaternary Research 22:344-360.",NULL,NULL
3449,1975,"Van Devender, T.R., P.S. Martin, A.M. Phillips III, and W.G. Spaulding. 1975. Late Pleistocene biotic communities from the Guadalupe Mountains, Culberson County, Texas. Pages 107-113 in R.H. Wauer and D.H. Riskind, editors. Transactions of the Symposium on the Biological Resources of the Chihuahuan Desert Region United States and Mexico, Sul Ross State University, Alpine, Texas, 17-18 October 1974. United States Department of the Interior, National Park Service Transactions and Proceedings Series 3.","Late Pleistocene biotic communities from the Guadalupe Mountains, Culberson County, Texas.",NULL
3450,1985,"Van Devender, T. R., P. S. Martin, R. S. Thompson, K. L. Cole, A. J. T. Jull, A. Long, L .J. Toolin, and D. J. Donahue. 1985. Fossil packrat middens and the tandem accelerator mass spectrometer. Nature 317:610-613.",NULL,NULL
3451,1991,"Van Devender, T.R., A.M. Rea, and W.E. Hall. 1991. Faunal analysis of late Quaternary vertebrates from Organ Pipe Cactus National Monument, southwestern Arizona. Southwestern Naturalist 36(1):94-106.","Faunal analysis of late Quaternary vertebrates from Organ Pipe Cactus National Monument, southwestern Arizona",NULL
3452,1977,"Van Devender, T. R., A. M. Phillips, III, and J. I. Mead. 1977. Late Pleistocene reptiles and mammals from the lower Grand Canyon of Arizona. Southwestern Naturalist 22:49-66.",NULL,NULL
3453,1991,"Van Devender, T.R., J.I. Mead, and A.M. Rea. 1991. Late Quaternary plants and vertebrates from Picacho Peak, Arizona. Southwestern Naturalist 36(3):302-314.","Late Quaternary plants and vertebrates from Picacho Peak, Arizona",NULL
3454,1979,"Van Devender, T.R., and D.H. Riskind. 1979. Late Pleistocene and early Holocene plant remains from Hueco Tanks State Historical Park: the development of a refugium. Southwestern Naturalist 24(1):127-140.",Late Pleistocene and early Holocene plant remains from Hueco Tanks State Historical Park: the development of a refugium,NULL
3455,1979,"Van Devender, T.R., and W.G. Spaulding. 1979. Development of vegetation and climate in the southwestern United States. Science 204(4394):701-710. [DOI: 10.1126/science.204.4394.701]",Development of vegetation and climate in the southwestern United States,10.1126/science.204.4394.701
3456,1975,"Van Devender, T. R., and N. T. Tessman. 1975. Late Pleistocene snapping turtles (Chelydra serpentina) from southern Nevada. Copeia 2:249-253.",NULL,NULL
3457,1977,"Van Devender, T. R., and F. M. Wiseman. 1977. A preliminary chronology of bioenvironmental changes during the Paleoindian period in the monsoonal southwest. Pages13-27 in Paleoindian lifeways (E. Johnson, editor), West Texas Museum Association, The Museum Journal 17.",NULL,NULL
3458,1977,"Van Devender, T. R., and R. D. Worthington. 1977. The herpetofauna of Howell's Ridge Cave and the paleoecology of the northwestern Chihuahuan Desert. Pages 85-89 in Transactions of the symposium on the biological resources of the Chihuahuan Desert Region, United States and Mexico (R. H. Wauer and D. H. Riskind, editors), National Park Service Transactions and Proceedings Series 3.",NULL,NULL
3459,1980,"Van Dyke, A. P., D. F. Overstreet, and J. L. Theler. 1980. Archaeological recovery at 11-Ri-337, an early Middle Woodland shell midden in East Moline, Illinois. Wisconsin Archeologist 61(2):125-265.",NULL,NULL
3460,1971,"Van Langen, H., and T. F. Kehoe. 1971. Hilgen Spring Park mound group. Wisconsin Archeologist 52(1):1-19.",NULL,NULL
3461,1990,"Van Nest, J., and E. A Bettis, III. 1990. Postglacial response of a stream in central Iowa to changes in climate and drainage basin factors. Quaternary Research 33:73-85.",NULL,NULL
3463,1983,"Vargo, J., and D. Vargo. 1983. The Rabuilt Cave site—PKE 4-1 site report. Journal of the New York State Archaeological Association 87:13-39.",NULL,NULL
3464,1974,"Vehik, R. 1974. Archeological investigations in the Harry S. Truman reservoir area 1970. Ms. on file, University of Missouri, Department of Anthropology, Columbia.",NULL,NULL
3465,1978,"Vehik, R. 1978. An analysis of cultural variability during the Late Woodland period in the Ozark Highland of southwest Missouri. Ph.D. dissertation, University of Missouri, Columbia.",NULL,NULL
3466,1980,"Vento, F. J., J. M. Adovasio, and J. Donahue. 1980. Excavations at Dameron Rockshelter (15JO23A) Johnson County, Kentucky. University of Pittsburgh, Department of Anthropology, Ethnology Monographs 4.",NULL,NULL
3467,1990,"Vogele, L. 1990. Turner Cave: a rock shelter in northwest Arkansas. The Arkansas Archeologist 29:1-36.",Turner Cave: a rock shelter in northwest Arkansas,NULL
3468,1974,"Voorhies, M. R. 1974. Pleistocene vertebrates with boreal affinities in the Georgia Piedmont. Quaternary Research 4:85-93.",NULL,NULL
3469,1990,"Voorhies, M. R. 1990. Vertebrate paleontology of the proposed Norden Reservoir area: Brown, Cherry, and Keya Paha counties, Nebraska. University of Nebraska, Division of Archaeological Research, Technical Report 82-09.",NULL,NULL
3470,1984,"Voorhies, M. R., and R. G. Corner. 1984. The Crappie Hole site: a concentration of spirally-fractured Rancholabrean mammal bones in western Nebraska. Taphonomy 1:53-54.",NULL,NULL
3471,1985,"Voorhies, M. R., and R. G. Corner. 1985. Small mammals with boreal affinities in late Pleistocene (Rancholabrean) deposits of eastern and central Nebraska. Institute for Tertiary-Quaternary Studies, TER-QUA Symposium Series 1:125-142.",NULL,NULL
3472,1987,"Waddell, D. B. 1987. Results of final testing for significance at the Ink Bayou site (3PU252), Pulaski County, Arkansas. Arkansas Archeological Survey Draft Report, Fayetteville.",NULL,NULL
3473,1985,"Waitt, R. B., Jr. 1985. Case for periodic jokulhlaups from Pleistocene glacial Lake Missoula. Geological Society of America Bulletin 96:1271-1286.",NULL,NULL
3474,1975,"Walker, D. N. 1975. Non-“bison” remains from the Vore Bison Jump, Crook County, Wyoming. Plains Anthropologist 20(69):217-224.",NULL,NULL
3475,1980,"Walker, D. N. 1980. The Vore site local fauna. Plains Anthropologist Memoir 16:154-169.",NULL,NULL
3476,1982,"Walker, D. N. 1982. Early Holocene vertebrate fauna. Pages 274-308 in The Agate Basin site: a record of Paleoindian occupation on the northwestern High Plains (G. C. Frison and D. Stanford, editors), Academic Press, New York.",NULL,NULL
3477,1982,"Walker, D. N. 1982. A late Pleistocene Ovibos from southeastern Wyoming. Journal of Paleontology 56:486-491.",NULL,NULL
3478,1983,"Walker, D. N. 1983. Faunal remains and subsistence practices at 5MF605, a fur trading post in northwest Colorado. Southwestern Lore 49(1):6-29.",NULL,NULL
3479,1987,"Walker, D. N. 1987. Late Pleistocene/Holocene environmental changes in Wyoming: the mammalian record. Pages 334-393 in Late Quaternary mammalian biogeography and environments of the Great Plains and prairies (R. W. Graham, H. A. Semken, Jr., and M. A. Graham, editors), Illinois State Museum Scientific Papers 22.",NULL,NULL
3480,1990,"Walker, D. N. 1990. A Bison bison bison skull from 48CR4897, Seminole Reservoir, Carbon County Wyoming. Ms. on file, University of Wyoming, Laramie.",NULL,NULL
3481,1990,"Walker, D. N. 1990. Canid remains from two sites (48CR4815 and 48CR4816) at Seminole Reservoir, Carbon County, Wyoming. Ms. on file, University of Wyoming, Laramie.",NULL,NULL
3482,1990,"Walker, D. N. 1990. Duckfoot site (5MT3868) zooarchaeology. Ms. on file, Crow Canyon Archaeological Center, Cortez, Colorado.",NULL,NULL
3483,1990,"Walker, D. N. 1990. Preliminary report on faunal remains from Sand Canyon Pueblo (5MT765), Colorado. Ms. on file, Crow Canyon Archaeological Center, Cortez, Colorado.",NULL,NULL
3484,1990,"Walker, D. N. 1990. Zooarchaeology of the Green Lizard site (5MT3901), Colorado. Ms. on file, Crow Canyon Archaeological Center, Cortez, Colorado.",NULL,NULL
3485,1980,"Walker, D. N., and G. C. Frison. 1980. The late Pleistocene mammalian fauna from the Colby Mammoth Kill site, Wyoming. Contributions to Geology 19(1):69-79.",NULL,NULL
3486,1982,"Walker, D. N., and G. C. Frison. 1982. Studies on Amerindian dogs, 3: prehistoric wolf/dog hybrids from the northwest plains. Journal of Archaeological Science 9:125-172.",NULL,NULL
3487,1986,"Walker, D. N., and G. C. Frison. 1986. The late Pleistocene mammalian fauna from the Colby Mammoth Kill site, Wyoming. Pages 191-205 in The Colby Mammoth site: taphonomy and archaeology of a Clovis kill in northern Wyoming (G. C. Frison and L. C. Todd, editors), University of New Mexico Press, Albuquerque.",NULL,NULL
3488,1988,"Walker, D. N., G. Frison, D. Darlington, R. Reider, W. Latady, and M. Miller. 1988. The Hinrichs Mammoth site, Converse County, Wyoming. American Quaternary Association Abstracts 1988.",NULL,NULL
3489,1984,"Walker, D. N., and L. C. Todd, editors. 1984. Archaeological salvage at 48FR1398: the Castle Gardens Access Road site, Fremont County, Wyoming. Occasional Papers on Wyoming Archaeology 2. University of Wyoming, Laramie, Wyoming, USA.",NULL,NULL
3490,1985,"Walker, D. N., L. C. Todd, and G. C. Frison. 1985. The Hunter Ranch mammoth: analysis of a single-carcass death site. Current Research in the Pleistocene 2:73-74.",NULL,NULL
3491,1992,"Walker, K. J. 1992. The zooarchaeology of Charlotte Harbor's prehistoric maritime adaptation: spatial and temporal perspectives. Chapter 8 in Culture and environment in the domain of the Calusa (W. H. Marquardt, editor), Florida Museum of Natural History, Institute of Archaeological and Paleoenvironmental Studies, Monographs 1.",NULL,NULL
3492,1980,"Walker, P. L. 1980. Archaeological evidence for the recent extinction of three terrestrial mammals on San Miguel Island. Pages 703-717 in The California Islands: proceedings of a multidisciplinary symposium (D. M. Power, editor), Santa Barbara Museum of Natural History, Santa Barbara.",NULL,NULL
3493,1979,"Walker, P. L., and S. Craig. 1979. Archeological evidence concerning the prehistoric occurrence of sea mammals at Point Bennett, San Miguel Island. California Fish and Game 65:50-54.",NULL,NULL
3494,1975,"Wallace, R. L. 1975. An archaeological, ethnohistoric, and biochemical investigation of the Guale aborigines of the Georgia Coastal Strand. Ph.D. dissertation, University of Florida, Gainesville.",NULL,NULL
3495,1990,"Walters, G. D. 1990. Paleoecological analysis of micromammals from the Sweet Jane local fauna, Boone County, Iowa, and investigations into the application of bone fracture analysis to microvertebrate taphonomy. Master's thesis, University of Iowa, Iowa City.",NULL,NULL
3496,1976,"Ward, A. E. 1976. Black Mesa to the Colorado River: an archaeological traverse. Pages 3-106 in Papers on the archaeology of Black Mesa, Arizona (G. J. Gumerman and R. C. Euler, editors), Southern Illinois University Press, Carbondale.",NULL,NULL
3497,1968,"Ward, H. T. 1968. Archeological salvage work in the Stockton Reservoir, southwestern Missouri: 1967, Part II: The Shady Grove site, a village site in the Stockton Reservoir. Ms. on file, University of Missouri, Department of Anthropology, Columbia.",NULL,NULL
3498,1968,"Warren, C. N., C. Sims, and M. G. Pavesic. 1968. Cultural chronology in Hells Canyon. Tebiwa 11(2):1-37.",NULL,NULL
3499,1983,"Warren, R. E. 1983. Late Holocene archeofaunal variation in Ozark Highland caves and rockshelters: environmental correlates and foraging behavior. Ph.D. dissertation, University of Missouri, Columbia.",NULL,NULL
3500,1986,"Warren, R. E. 1986. Ice Glider faunal analysis and Yanktonai ethnohistory. Page 146 in Ice Glider, 320L110 (W. R. Wood, editor), South Dakota Archaeological Society, Special Publication 10.",NULL,NULL
3501,1988,"Warren, R. E., and R. W. Graham. 1988. Cervalces: an ice age discovery. The Living Museum 50(3):38-41.",NULL,NULL
3502,1962,"Waters, J. H. 1962. Some animals used as food by successive cultural groups in New England. Bulletin of the Archaeological Society of Connecticut 31:29-46.",NULL,NULL
3503,1965,"Waters, J. H. 1965. Animal remains from some New England Woodland sites. Bulletin of the Archaeological Society of Connecticut 33:5-11.",NULL,NULL
